Folder_id;Start Time;End Time;Transportation Mode
11;2008/06/18 12:33:34;2008/06/18 13:23:02;bus
11;2008/06/18 13:28:18;2008/06/18 13:32:20;bus
11;2008/06/18 13:32:50;2008/06/18 13:42:44;walk
11;2008/06/18 14:33:09;2008/06/18 14:39:08;walk
11;2008/06/18 14:47:35;2008/06/18 15:05:31;bus
11;2008/06/18 15:05:48;2008/06/18 15:11:21;walk
11;2008/06/18 15:30:00;2008/06/18 15:59:59;train
11;2008/06/18 16:00:00;2008/06/18 23:51:09;train
11;2008/06/19 00:04:10;2008/06/19 04:28:41;train
11;2008/06/19 10:04:08;2008/06/19 10:35:28;walk
11;2008/06/19 12:50:26;2008/06/19 15:59:59;train
11;2008/06/19 16:00:00;2008/06/19 23:02:41;train
11;2008/06/19 23:22:01;2008/06/20 01:12:26;train
11;2008/06/20 01:30:27;2008/06/20 01:37:00;walk
11;2008/06/20 04:06:29;2008/06/20 05:04:26;train
11;2008/06/20 07:56:14;2008/06/20 08:54:58;train
11;2008/06/20 10:53:20;2008/06/20 12:54:40;train
11;2008/06/20 12:56:05;2008/06/20 13:01:33;walk
11;2008/06/20 13:02:01;2008/06/20 13:11:59;taxi
11;2008/06/28 07:13:59;2008/06/28 07:33:14;taxi
11;2008/06/28 07:33:35;2008/06/28 07:36:07;walk
11;2008/06/28 12:31:55;2008/06/28 12:42:31;taxi
11;2008/06/28 16:08:27;2008/06/28 16:15:57;walk
11;2008/06/28 16:19:03;2008/06/28 16:27:16;taxi
11;2008/08/01 02:35:37;2008/08/01 02:45:15;walk
11;2008/08/01 02:51:47;2008/08/01 03:37:43;subway
11;2008/08/01 03:59:36;2008/08/01 04:30:20;subway
11;2008/08/01 05:20:07;2008/08/01 07:03:51;airplane
11;2008/08/01 07:05:18;2008/08/01 07:12:23;walk
11;2008/08/01 07:17:08;2008/08/01 08:06:26;bus
11;2008/08/01 08:08:16;2008/08/01 08:13:18;walk
11;2008/08/01 08:16:35;2008/08/01 08:20:54;walk
11;2008/08/01 08:29:26;2008/08/01 10:03:10;train
11;2008/08/01 10:03:22;2008/08/01 10:09:12;walk
11;2008/08/01 11:10:32;2008/08/01 11:15:00;walk
11;2008/08/01 11:16:58;2008/08/01 15:05:34;train
11;2008/08/01 15:18:45;2008/08/01 15:59:59;train
11;2008/09/15 23:09:37;2008/09/15 23:39:55;train
11;2008/09/15 23:54:20;2008/09/16 00:02:44;bus
11;2008/09/16 00:02:59;2008/09/16 00:07:31;walk
11;2008/09/16 00:10:22;2008/09/16 00:28:29;bus
11;2008/09/16 00:28:53;2008/09/16 00:30:48;walk
11;2008/09/16 00:32:05;2008/09/16 00:32:43;walk
11;2008/09/16 00:55:06;2008/09/16 00:57:06;walk
11;2008/09/16 00:58:43;2008/09/16 01:07:14;subway
11;2008/09/16 01:09:09;2008/09/16 01:12:53;walk
11;2008/09/16 11:42:37;2008/09/16 11:46:42;walk
11;2008/09/16 11:49:05;2008/09/16 12:03:05;subway
11;2008/09/16 12:06:35;2008/09/16 12:08:49;walk
11;2008/09/16 12:29:15;2008/09/16 12:38:43;taxi
11;2008/09/16 13:14:44;2008/09/16 13:51:36;train
11;2008/09/16 13:56:55;2008/09/16 13:57:56;walk
11;2008/09/16 14:04:19;2008/09/16 14:06:42;walk
11;2008/09/16 14:56:22;2008/09/16 14:58:59;taxi
11;2008/09/16 22:12:34;2008/09/16 22:13:38;taxi
11;2008/09/16 22:13:57;2008/09/16 22:15:13;walk
11;2008/09/16 22:39:30;2008/09/16 23:15:51;train
11;2008/09/16 23:21:33;2008/09/17 00:04:20;taxi
11;2008/09/17 10:15:11;2008/09/17 10:33:12;bus
11;2008/09/17 10:36:11;2008/09/17 10:42:00;bus
11;2008/09/17 10:42:22;2008/09/17 10:44:06;walk
11;2008/09/17 11:04:50;2008/09/17 11:35:08;train
11;2008/09/17 11:43:16;2008/09/17 11:45:00;taxi
11;2008/09/17 22:56:54;2008/09/17 23:01:52;bus
11;2008/09/17 23:02:15;2008/09/17 23:07:08;walk
11;2008/09/17 23:24:42;2008/09/17 23:55:05;train
11;2008/09/17 23:59:28;2008/09/18 00:14:54;taxi
11;2008/09/18 00:35:47;2008/09/18 00:37:34;walk
11;2008/09/18 00:41:41;2008/09/18 00:50:43;subway
11;2008/09/18 00:53:08;2008/09/18 00:57:08;walk
11;2008/09/18 10:43:23;2008/09/18 10:53:03;subway
11;2008/09/18 10:56:18;2008/09/18 10:57:33;walk
11;2008/09/18 11:15:18;2008/09/18 11:17:53;walk
11;2008/09/18 11:19:04;2008/09/18 11:24:38;bus
11;2008/09/18 11:26:54;2008/09/18 11:31:29;bus
11;2008/09/18 11:44:38;2008/09/18 11:54:25;bus
11;2008/09/18 11:54:45;2008/09/18 11:59:46;walk
11;2008/09/18 23:44:39;2008/09/19 00:15:05;train
11;2008/09/19 00:24:19;2008/09/19 00:39:10;bus
11;2008/09/19 00:45:26;2008/09/19 01:20:53;taxi
11;2008/09/19 10:42:35;2008/09/19 10:45:15;walk
11;2008/09/19 10:46:56;2008/09/19 10:56:10;subway
11;2008/09/19 11:00:03;2008/09/19 11:01:25;walk
11;2008/09/19 11:20:47;2008/09/19 11:22:14;walk
11;2008/09/19 11:24:54;2008/09/19 11:38:27;bus
11;2008/09/19 11:50:43;2008/09/19 12:02:11;bus
11;2008/09/19 12:02:50;2008/09/19 12:03:50;walk
11;2008/09/19 12:24:34;2008/09/19 12:55:52;train
11;2008/09/19 13:06:59;2008/09/19 13:09:22;walk
11;2008/09/21 22:24:38;2008/09/21 22:55:21;train
11;2008/09/21 23:01:53;2008/09/21 23:36:48;taxi
11;2008/09/21 23:58:45;2008/09/22 00:07:41;subway
11;2008/09/22 11:14:52;2008/09/22 11:24:30;subway
11;2008/09/22 11:47:30;2008/09/22 11:58:57;taxi
11;2008/09/22 12:24:36;2008/09/22 12:54:43;train
11;2008/09/22 13:05:06;2008/09/22 13:07:38;walk
11;2008/09/22 13:48:12;2008/09/22 13:59:24;walk
11;2008/09/22 23:24:33;2008/09/22 23:54:54;train
11;2008/09/23 00:00:11;2008/09/23 00:35:06;taxi
11;2008/09/23 00:58:47;2008/09/23 01:07:50;subway
11;2008/09/23 01:09:43;2008/09/23 01:13:11;walk
11;2008/09/23 12:18:05;2008/09/23 12:27:27;subway
11;2008/09/23 12:44:53;2008/09/23 12:56:23;taxi
11;2008/09/23 13:14:31;2008/09/23 13:50:00;train
11;2008/09/23 14:12:08;2008/09/23 14:13:39;walk
11;2008/09/23 14:27:12;2008/09/23 14:31:47;bus
11;2008/09/23 23:14:56;2008/09/23 23:16:37;taxi
11;2008/09/23 23:24:31;2008/09/23 23:55:00;train
11;2008/09/24 00:00:31;2008/09/24 00:58:12;taxi
11;2008/09/24 01:22:44;2008/09/24 01:32:11;subway
11;2008/09/24 01:33:33;2008/09/24 01:37:12;walk
11;2008/09/24 11:34:59;2008/09/24 11:39:51;taxi
11;2008/09/24 11:41:16;2008/09/24 11:43:18;walk
11;2008/09/24 12:45:52;2008/09/24 12:52:02;subway
11;2008/09/24 12:55:07;2008/09/24 12:56:22;walk
11;2008/09/24 13:13:48;2008/09/24 13:27:30;taxi
11;2008/09/24 13:39:35;2008/09/24 14:09:41;train
11;2008/09/24 14:18:04;2008/09/24 14:20:40;taxi
11;2008/09/24 23:13:34;2008/09/24 23:18:45;taxi
11;2008/09/24 23:24:40;2008/09/24 23:55:10;train
11;2008/09/24 23:59:26;2008/09/25 00:25:01;taxi
11;2008/09/25 00:49:39;2008/09/25 00:58:34;subway
11;2008/09/25 01:00:20;2008/09/25 01:03:38;walk
11;2008/09/25 10:42:04;2008/09/25 11:00:52;taxi
11;2008/09/25 11:14:37;2008/09/25 11:44:30;train
11;2008/09/25 11:54:46;2008/09/25 11:57:45;taxi
11;2008/09/25 23:09:37;2008/09/25 23:39:54;train
11;2008/09/25 23:57:42;2008/09/26 00:28:02;taxi
11;2008/09/26 00:53:09;2008/09/26 01:01:52;subway
11;2008/09/26 01:03:45;2008/09/26 01:07:10;walk
11;2008/09/26 10:53:42;2008/09/26 11:02:50;subway
11;2008/09/26 11:04:27;2008/09/26 11:05:33;walk
11;2008/09/26 11:27:15;2008/09/26 11:42:10;taxi
11;2008/09/26 12:05:05;2008/09/26 12:35:25;train
11;2008/09/26 12:41:46;2008/09/26 12:49:31;train
11;2008/09/26 12:50:33;2008/09/26 12:55:00;walk
11;2008/09/26 12:55:42;2008/09/26 13:05:08;taxi
11;2008/09/26 13:09:52;2008/09/26 13:13:32;walk
11;2008/09/26 23:24:33;2008/09/27 00:25:48;train
11;2008/09/27 00:30:51;2008/09/27 00:58:48;taxi
11;2008/09/27 01:13:33;2008/09/27 01:22:05;subway
11;2008/09/27 01:23:10;2008/09/27 01:26:31;walk
11;2008/09/27 11:42:13;2008/09/27 12:29:29;car
11;2008/09/27 12:44:42;2008/09/27 13:14:37;train
11;2008/09/27 13:20:16;2008/09/27 13:23:53;walk
11;2008/09/27 13:30:54;2008/09/27 13:35:26;bus
11;2008/09/27 23:22:35;2008/09/27 23:24:42;taxi
11;2008/09/27 23:44:32;2008/09/28 00:14:43;train
11;2008/09/28 00:19:02;2008/09/28 00:40:37;taxi
11;2008/09/28 01:04:47;2008/09/28 01:13:50;subway
11;2008/09/28 01:16:21;2008/09/28 01:19:49;walk
11;2008/09/28 12:06:25;2008/09/28 12:15:44;subway
11;2008/09/28 12:18:45;2008/09/28 12:20:26;walk
11;2008/09/28 12:47:43;2008/09/28 12:49:22;walk
11;2008/09/28 13:29:51;2008/09/28 15:59:59;train
11;2008/09/28 16:00:00;2008/09/29 07:16:06;train
11;2008/09/29 07:16:48;2008/09/29 07:36:35;walk
11;2008/09/29 08:22:18;2008/09/29 11:22:38;train
11;2008/09/29 11:23:58;2008/09/29 11:28:09;walk
11;2008/09/29 12:26:02;2008/09/29 12:28:44;walk
11;2008/09/29 12:52:41;2008/09/29 15:59:59;train
11;2008/09/29 16:00:00;2008/09/29 20:58:48;train
11;2008/09/29 20:59:56;2008/09/29 21:01:02;walk
11;2008/09/29 21:12:09;2008/09/29 21:39:27;bus
11;2008/09/29 21:40:49;2008/09/29 21:44:02;walk
11;2008/09/29 23:56:39;2008/09/30 00:15:36;walk
11;2008/09/30 02:23:43;2008/09/30 02:36:05;walk
11;2008/09/30 02:39:13;2008/09/30 02:42:38;walk
11;2008/09/30 02:43:02;2008/09/30 02:50:58;taxi
11;2008/09/30 03:05:04;2008/09/30 03:12:48;walk
11;2008/09/30 03:52:35;2008/09/30 03:56:47;walk
11;2008/09/30 04:01:35;2008/09/30 05:19:33;train
11;2008/09/30 05:21:20;2008/09/30 05:22:07;walk
11;2008/09/30 05:24:20;2008/09/30 05:46:16;walk
11;2008/09/30 07:12:04;2008/09/30 07:29:36;walk
11;2008/09/30 07:52:58;2008/09/30 07:58:04;walk
11;2008/09/30 08:19:07;2008/09/30 08:20:28;walk
11;2008/09/30 08:25:02;2008/09/30 14:19:30;train
11;2008/09/30 14:25:18;2008/09/30 14:28:28;walk
11;2008/09/30 14:44:33;2008/09/30 14:49:08;walk
11;2008/09/30 15:30:42;2008/09/30 15:41:25;walk
11;2008/09/30 15:48:19;2008/09/30 15:59:36;walk
11;2008/09/30 20:32:47;2008/10/01 05:41:09;train
11;2008/10/01 05:41:32;2008/10/01 05:55:00;walk
11;2008/10/01 05:58:52;2008/10/01 06:01:00;walk
11;2008/10/01 06:07:32;2008/10/01 06:20:40;taxi
11;2008/10/01 06:21:20;2008/10/01 06:44:24;walk
11;2008/10/01 06:44:34;2008/10/01 07:06:27;taxi
11;2008/10/01 07:07:42;2008/10/01 07:13:00;walk
11;2008/10/01 08:16:52;2008/10/01 11:46:49;train
11;2008/10/01 11:54:35;2008/10/01 12:26:39;walk
11;2008/10/01 12:39:16;2008/10/01 12:45:32;taxi
11;2008/10/01 12:46:38;2008/10/01 12:48:55;walk
11;2008/10/01 23:08:24;2008/10/01 23:13:11;taxi
11;2008/10/01 23:13:23;2008/10/01 23:23:35;walk
11;2008/10/02 00:29:49;2008/10/02 13:44:11;train
11;2008/10/02 13:45:25;2008/10/02 13:48:58;walk
11;2008/10/02 13:52:53;2008/10/02 13:55:58;walk
11;2008/10/02 14:24:50;2008/10/02 15:59:59;train
11;2008/10/02 16:00:00;2008/10/03 01:24:53;train
11;2008/10/03 01:28:09;2008/10/03 01:34:56;walk
11;2008/10/03 01:36:31;2008/10/03 01:46:26;walk
11;2008/10/03 03:31:45;2008/10/03 03:59:59;walk
11;2008/10/03 04:06:40;2008/10/03 04:14:22;bus
11;2008/10/03 04:14:23;2008/10/03 04:17:57;walk
11;2008/10/03 05:00:54;2008/10/03 05:24:44;bus
11;2008/10/03 05:24:45;2008/10/03 05:38:29;walk
11;2008/10/03 07:25:16;2008/10/03 09:55:51;airplane
11;2008/10/03 09:59:55;2008/10/03 10:06:19;walk
11;2008/10/03 10:11:15;2008/10/03 10:20:36;walk
11;2008/10/03 10:21:08;2008/10/03 10:50:47;subway
11;2008/10/03 11:06:36;2008/10/03 11:13:03;subway
11;2008/10/03 13:49:35;2008/10/03 14:19:33;train
11;2008/10/03 14:25:21;2008/10/03 14:41:06;walk
11;2008/10/05 22:51:12;2008/10/05 22:53:00;taxi
11;2008/10/05 23:09:51;2008/10/05 23:40:43;train
11;2008/10/05 23:51:28;2008/10/06 00:49:40;taxi
11;2008/10/06 00:52:32;2008/10/06 00:54:47;walk
11;2008/10/06 01:16:40;2008/10/06 01:25:50;subway
11;2008/10/06 01:27:48;2008/10/06 01:32:40;walk
11;2008/10/06 11:00:50;2008/10/06 11:10:14;subway
11;2008/10/06 11:31:12;2008/10/06 11:44:00;taxi
11;2008/10/06 12:04:46;2008/10/06 12:34:57;train
11;2008/10/06 12:42:32;2008/10/06 12:50:48;train
11;2008/10/06 12:51:04;2008/10/06 12:53:34;walk
11;2008/10/06 12:53:57;2008/10/06 13:03:42;taxi
11;2008/10/06 23:24:29;2008/10/06 23:54:57;train
11;2008/10/07 00:00:18;2008/10/07 00:29:18;taxi
11;2008/10/07 00:53:14;2008/10/07 01:02:13;subway
11;2008/10/07 01:03:45;2008/10/07 01:07:44;walk
11;2008/10/07 10:19:38;2008/10/07 10:29:01;subway
11;2008/10/07 10:31:43;2008/10/07 10:34:50;walk
11;2008/10/07 10:51:32;2008/10/07 11:04:20;taxi
11;2008/10/07 11:14:37;2008/10/07 11:44:37;train
11;2008/10/07 11:52:47;2008/10/07 11:54:00;walk
11;2008/10/07 12:07:38;2008/10/07 12:12:20;train
11;2008/10/07 23:16:55;2008/10/07 23:30:35;walk
11;2008/10/07 23:44:35;2008/10/08 00:15:01;train
11;2008/10/08 00:20:18;2008/10/08 00:37:59;taxi
11;2008/10/08 01:04:40;2008/10/08 01:14:01;subway
11;2008/10/08 01:15:45;2008/10/08 01:20:53;walk
11;2008/10/08 10:50:16;2008/10/08 10:59:59;subway
11;2008/10/08 11:04:36;2008/10/08 11:06:27;walk
11;2008/10/08 11:24:04;2008/10/08 11:35:30;taxi
11;2008/10/08 11:49:24;2008/10/08 12:19:38;train
11;2008/10/08 12:50:25;2008/10/08 12:59:10;train
11;2008/10/08 13:03:06;2008/10/08 13:11:02;taxi
11;2008/10/08 23:12:09;2008/10/08 23:13:39;taxi
11;2008/10/08 23:24:30;2008/10/08 23:55:00;train
11;2008/10/09 00:00:57;2008/10/09 00:26:05;taxi
11;2008/10/09 00:52:54;2008/10/09 01:01:55;subway
11;2008/10/09 01:04:07;2008/10/09 01:08:15;walk
11;2008/10/09 11:07:09;2008/10/09 11:09:23;walk
11;2008/10/09 11:13:46;2008/10/09 11:23:41;subway
11;2008/10/09 11:26:02;2008/10/09 11:27:22;walk
11;2008/10/09 11:44:19;2008/10/09 11:58:52;taxi
11;2008/10/09 12:24:34;2008/10/09 12:54:39;train
11;2008/10/09 13:04:01;2008/10/09 13:12:43;train
11;2008/10/09 13:12:45;2008/10/09 13:16:31;walk
11;2008/10/09 13:17:01;2008/10/09 13:24:50;taxi
11;2008/10/09 22:49:23;2008/10/09 22:50:31;taxi
11;2008/10/09 23:09:35;2008/10/09 23:40:03;train
11;2008/10/09 23:55:23;2008/10/10 00:22:36;taxi
11;2008/10/10 00:46:55;2008/10/10 00:55:56;subway
11;2008/10/10 00:58:06;2008/10/10 01:01:36;walk
11;2008/10/10 10:33:07;2008/10/10 10:42:44;subway
11;2008/10/10 11:19:07;2008/10/10 11:38:23;taxi
11;2008/10/10 11:49:30;2008/10/10 12:19:21;train
11;2008/10/10 12:45:26;2008/10/10 12:54:25;train
11;2008/10/10 12:57:27;2008/10/10 13:05:49;taxi
11;2008/10/12 22:48:36;2008/10/12 22:50:18;taxi
11;2008/10/12 23:09:38;2008/10/12 23:40:27;train
11;2008/10/12 23:45:29;2008/10/13 00:12:30;taxi
11;2008/10/13 00:44:02;2008/10/13 00:53:00;subway
11;2008/10/13 00:55:10;2008/10/13 00:58:42;walk
11;2008/10/13 10:43:15;2008/10/13 10:52:56;subway
11;2008/10/13 11:13:58;2008/10/13 11:26:35;taxi
11;2008/10/13 11:39:38;2008/10/13 12:09:28;train
11;2008/10/13 12:23:31;2008/10/13 12:28:47;bus
11;2008/10/13 23:04:18;2008/10/13 23:06:45;taxi
11;2008/10/13 23:24:32;2008/10/13 23:55:34;train
11;2008/10/14 00:01:11;2008/10/14 00:18:18;taxi
11;2008/10/14 00:21:43;2008/10/14 00:24:36;walk
11;2008/10/14 00:49:51;2008/10/14 00:58:20;subway
11;2008/10/14 00:58:38;2008/10/14 01:07:43;walk
11;2008/10/14 11:47:37;2008/10/14 11:59:00;bus
11;2008/10/14 11:59:10;2008/10/14 12:04:15;walk
11;2008/10/15 00:51:43;2008/10/15 01:10:59;taxi
11;2008/10/15 11:10:10;2008/10/15 11:23:48;taxi
11;2008/10/15 11:39:39;2008/10/15 12:09:49;train
11;2008/10/15 12:13:56;2008/10/15 12:29:43;walk
11;2008/10/15 23:24:29;2008/10/15 23:54:46;train
11;2008/10/16 00:01:50;2008/10/16 00:24:07;taxi
11;2008/10/16 00:58:49;2008/10/16 01:07:36;subway
11;2008/10/16 01:11:04;2008/10/16 01:14:32;walk
11;2008/10/16 11:04:15;2008/10/16 11:13:48;subway
11;2008/10/16 11:39:53;2008/10/16 11:52:53;taxi
11;2008/10/16 12:04:48;2008/10/16 12:34:47;train
11;2008/10/16 12:50:43;2008/10/16 13:02:12;train
11;2008/10/16 13:03:05;2008/10/16 13:05:33;walk
11;2008/10/16 13:05:55;2008/10/16 13:14:23;taxi
11;2008/10/16 22:49:35;2008/10/16 22:50:20;taxi
11;2008/10/16 23:09:35;2008/10/16 23:41:06;train
11;2008/10/16 23:57:18;2008/10/17 00:15:39;taxi
11;2008/10/17 00:41:11;2008/10/17 00:50:31;subway
11;2008/10/17 00:51:24;2008/10/17 00:55:36;walk
11;2008/10/17 11:28:40;2008/10/17 11:31:57;walk
11;2008/10/17 11:35:58;2008/10/17 11:45:20;subway
11;2008/10/17 11:48:19;2008/10/17 12:16:46;taxi
11;2008/10/17 12:17:35;2008/10/17 12:20:36;walk
11;2008/10/17 12:24:41;2008/10/17 12:55:10;train
11;2008/10/17 13:10:26;2008/10/17 13:19:35;train
11;2008/10/17 13:20:19;2008/10/17 13:22:22;walk
11;2008/10/17 13:22:39;2008/10/17 13:30:17;taxi
11;2008/10/18 12:06:06;2008/10/18 12:10:54;taxi
11;2008/10/18 12:22:48;2008/10/18 12:24:57;walk
11;2008/10/18 12:44:52;2008/10/18 12:50:22;walk
11;2008/10/18 13:00:00;2008/10/18 13:07:09;taxi
11;2008/10/19 22:28:47;2008/10/19 22:31:43;taxi
11;2008/10/19 22:54:39;2008/10/19 23:25:04;train
11;2008/10/19 23:41:17;2008/10/20 00:02:18;taxi
11;2008/10/20 00:29:03;2008/10/20 00:37:58;subway
11;2008/10/20 00:39:43;2008/10/20 00:43:29;walk
11;2008/10/20 11:41:50;2008/10/20 12:06:05;bus
11;2008/10/20 12:06:14;2008/10/20 12:19:20;walk
11;2008/10/21 00:46:22;2008/10/21 00:58:38;taxi
11;2008/10/31 10:19:23;2008/10/31 11:06:22;taxi
11;2008/10/31 11:39:39;2008/10/31 12:09:58;train
11;2008/10/31 12:18:51;2008/10/31 12:24:58;taxi
11;2008/11/01 03:59:27;2008/11/01 04:30:18;train
11;2008/11/01 04:35:38;2008/11/01 05:06:30;taxi
11;2008/11/04 10:18:55;2008/11/04 10:21:11;subway
11;2008/11/04 11:02:34;2008/11/04 11:10:08;taxi
11;2008/11/04 11:14:08;2008/11/04 11:22:48;walk
11;2008/11/04 14:38:07;2008/11/04 14:40:15;subway
11;2008/11/04 14:41:44;2008/11/04 14:43:39;walk
11;2008/11/06 10:22:19;2008/11/06 10:31:48;subway
11;2008/11/06 10:36:29;2008/11/06 11:14:36;taxi
11;2008/11/06 11:24:09;2008/11/06 12:03:56;train
11;2008/11/06 12:04:47;2008/11/06 12:07:19;walk
11;2008/11/06 12:08:06;2008/11/06 12:21:11;taxi
11;2008/11/06 22:54:31;2008/11/06 23:24:45;train
11;2008/11/06 23:31:26;2008/11/06 23:49:53;taxi
11;2008/11/07 00:13:55;2008/11/07 00:22:33;subway
11;2008/11/07 00:25:31;2008/11/07 00:28:30;walk
11;2008/11/07 05:18:17;2008/11/07 05:20:50;walk
11;2008/11/07 05:24:51;2008/11/07 05:29:35;walk
11;2008/11/07 09:08:52;2008/11/07 10:09:31;bus
11;2008/11/07 10:12:00;2008/11/07 10:20:25;walk
11;2008/11/08 09:41:06;2008/11/08 09:50:29;walk
11;2008/11/08 09:56:03;2008/11/08 11:09:21;bus
11;2008/12/01 00:34:31;2008/12/01 00:53:34;taxi
11;2008/12/06 04:16:28;2008/12/06 04:25:31;subway
11;2008/12/06 04:57:11;2008/12/06 05:09:14;taxi
11;2008/12/06 07:39:43;2008/12/06 08:16:10;train
11;2008/12/06 08:27:08;2008/12/06 08:49:35;train
11;2008/12/06 08:59:47;2008/12/06 09:05:09;taxi
11;2008/12/06 09:51:03;2008/12/06 09:56:30;walk
11;2008/12/06 10:02:44;2008/12/06 10:13:35;subway
11;2008/12/06 10:30:11;2008/12/06 11:17:54;subway
11;2008/12/06 11:30:30;2008/12/06 11:43:24;taxi
11;2008/12/07 10:10:46;2008/12/07 10:16:02;walk
11;2008/12/07 10:19:25;2008/12/07 10:21:54;taxi
11;2008/12/07 10:30:54;2008/12/07 10:34:14;taxi
11;2008/12/07 10:59:29;2008/12/07 11:29:48;train
11;2008/12/07 11:43:12;2008/12/07 12:23:26;bus
11;2008/12/07 12:23:34;2008/12/07 12:25:07;walk
11;2008/12/07 12:25:34;2008/12/07 12:37:28;taxi
21;2011/08/27 06:13:01;2011/08/27 08:01:37;walk
21;2011/08/27 09:34:43;2011/08/27 14:50:30;walk
21;2011/08/27 14:50:31;2011/08/27 15:01:58;bus
21;2011/08/27 15:01:59;2011/08/27 15:31:43;walk
21;2011/08/28 04:33:31;2011/08/28 04:44:25;walk
21;2011/08/28 04:44:26;2011/08/28 05:04:09;bus
21;2011/08/28 05:04:10;2011/08/28 05:23:21;walk
21;2011/08/28 05:23:22;2011/08/28 05:34:33;bus
21;2011/08/28 05:34:34;2011/08/28 05:49:41;walk
21;2011/08/28 05:49:42;2011/08/28 06:16:50;bus
21;2011/08/28 06:16:51;2011/08/28 07:20:26;walk
21;2011/08/28 07:20:27;2011/08/28 07:35:22;bus
21;2011/08/28 07:35:23;2011/08/28 07:42:52;walk
21;2011/08/28 14:33:00;2011/08/28 15:08:52;bus
21;2011/08/29 01:32:23;2011/08/29 02:00:54;bus
21;2011/08/29 15:20:37;2011/08/29 15:56:19;walk
